,stimulus,modtheta,flipped,model,lower,median,upper
371,2,0.0,same,expB,1204.56566078,1107.73587525,1027.88322101
372,2,0.0,same,gs,722.0,722.0,722.0
373,2,0.0,same,hc,12.4108760315,11.9802870058,11.5985647146
374,2,0.0,same,oc,1.0,1.0,1.0
375,2,0.0,same,th,1.0,1.0,1.0
376,2,20.0,flipped,bq,19.5641785179,18.2495665317,17.0344631725
377,2,20.0,flipped,bqp,20.9793581641,19.703412244,18.4570533916
378,2,20.0,flipped,exp,2050.09663241,1881.93843106,1738.5649307
379,2,20.0,flipped,expA,2266.84555775,1983.27003867,1786.87068131
380,2,20.0,flipped,expB,2056.77033615,1784.28249228,1590.25867026
381,2,20.0,flipped,gs,722.0,722.0,722.0
382,2,20.0,flipped,hc,16.084033262,14.8549074719,13.7129582593
383,2,20.0,flipped,oc,4.58585164679,4.34568923149,4.12531124
384,2,20.0,flipped,th,7.83283005941,6.73363647969,5.80465646753
385,2,20.0,same,bq,20.578602237,19.3198353442,18.1520861175
386,2,20.0,same,bqp,19.6644366896,18.4431300512,17.3347120666
387,2,20.0,same,exp,1629.76897614,1520.92074332,1417.72504204
388,2,20.0,same,expA,1804.61870884,1628.33994778,1472.75140924
389,2,20.0,same,expB,1574.3859843,1430.47019055,1303.65590049
390,2,20.0,same,gs,722.0,722.0,722.0
391,2,20.0,same,hc,16.1165301771,14.9678236549,13.9480368737
392,2,20.0,same,oc,4.76786459265,4.54447089375,4.35862111908
393,2,20.0,same,th,10.2419926859,8.79374071149,7.59350821547
394,2,40.0,flipped,bq,20.2631366731,18.9884916055,17.8685972609
395,2,40.0,flipped,bqp,21.1242423511,19.962734904,18.7785223697
396,2,40.0,flipped,exp,2320.83350219,2093.67366675,1877.59764541
397,2,40.0,flipped,expA,2511.66554066,2173.33552848,1894.63644723
398,2,40.0,flipped,expB,2383.60258676,2045.11898431,1722.61129832
399,2,40.0,flipped,gs,722.0,722.0,722.0
400,2,40.0,flipped,hc,21.4053017491,20.6356440848,19.9483738771
401,2,40.0,flipped,oc,9.03780540636,8.63716776828,8.25019936093
402,2,40.0,flipped,th,8.79135314345,7.29861964513,6.3096269796
403,2,40.0,same,bq,19.636462133,18.2130478033,16.9634723249
404,2,40.0,same,bqp,19.2429896223,17.8998930759,16.6864217338
405,2,40.0,same,exp,1691.00481079,1438.02542036,1135.53083936
406,2,40.0,same,expA,1925.83146085,1414.32358547,933.562716625
407,2,40.0,same,expB,1597.80841082,1455.72229304,1330.02922347
408,2,40.0,same,gs,722.0,722.0,722.0
409,2,40.0,same,hc,22.3443414447,21.5656732622,20.7712756523
410,2,40.0,same,oc,8.89917335493,8.44843572885,8.04241514758
411,2,40.0,same,th,10.4648052684,9.01631618879,7.85843454685
